,Spectral#Flatness#C3#delta,Spectral#PeakFrequency#C3#delta,Spectral#Entropy#C3#theta,Spectral#PeakFrequency#C3#theta,Spectral#RelativePower#C3#alpha,Spectral#Entropy#C3#alpha,Spectral#RelativePower#C3#beta,Spectral#Diff#C3#beta,Spectral#EdgeFrequency#C3#gamma,Spectral#RelativePower#C4#delta,Spectral#Entropy#C4#delta,Spectral#EdgeFrequency#C4#delta,Spectral#RelativePower#C4#theta,Spectral#Flatness#C4#theta,Spectral#PeakFrequency#C4#theta,Spectral#Entropy#C4#alpha,Spectral#RelativePower#C4#beta,Spectral#Entropy#C4#beta,Spectral#EdgeFrequency#C4#beta,Spectral#Diff#C4#beta,Spectral#RelativePower#Cz#delta,Spectral#Entropy#Cz#delta,Spectral#Diff#Cz#delta,Spectral#EdgeFrequency#Cz#theta,Spectral#Diff#Cz#theta,Spectral#Entropy#Cz#alpha,Spectral#EdgeFrequency#Cz#beta,Spectral#Diff#Cz#beta,Spectral#Flatness#Cz#gamma,Spectral#PeakFrequency#F3#delta,Spectral#RelativePower#F3#theta,Spectral#EdgeFrequency#F3#theta,Spectral#RelativePower#F3#alpha,Spectral#Entropy#F3#alpha,Spectral#EdgeFrequency#F3#alpha,Spectral#EdgeFrequency#F3#beta,Spectral#RelativePower#F3#gamma,Spectral#PeakFrequency#F4#delta,Spectral#Diff#F4#delta,Spectral#RelativePower#F4#theta,Spectral#Entropy#F4#theta,Spectral#Flatness#F4#theta,Spectral#Diff#F4#theta,Spectral#RelativePower#F4#alpha,Spectral#Entropy#F4#alpha,Spectral#EdgeFrequency#F4#alpha,Spectral#RelativePower#F4#beta,Spectral#Entropy#F4#beta,Spectral#Diff#F4#beta,Spectral#PeakFrequency#F4#gamma,Spectral#Entropy#F7#delta,Spectral#Diff#F7#delta,Spectral#Entropy#F7#theta,Spectral#Flatness#F7#theta,Spectral#Diff#F7#theta,Spectral#EdgeFrequency#F7#alpha,Spectral#Diff#F7#alpha,Spectral#Flatness#F7#beta,Spectral#PeakFrequency#F7#beta,Spectral#Diff#F7#beta,Spectral#RelativePower#F7#gamma,Spectral#Entropy#F7#gamma,Spectral#Flatness#F7#gamma,Spectral#EdgeFrequency#F7#gamma,Spectral#Diff#F7#gamma,Spectral#EdgeFrequency#F8#delta,Spectral#PeakFrequency#F8#delta,Spectral#Diff#F8#delta,Spectral#Entropy#F8#theta,Spectral#Flatness#F8#theta,Spectral#EdgeFrequency#F8#theta,Spectral#PeakFrequency#F8#theta,Spectral#Diff#F8#theta,Spectral#RelativePower#F8#alpha,Spectral#Entropy#F8#alpha,Spectral#Flatness#F8#alpha,Spectral#EdgeFrequency#F8#alpha,Spectral#PeakFrequency#F8#alpha,Spectral#Diff#F8#alpha,Spectral#Entropy#F8#beta
PARTICIPANT02$3,0.5172101370769182,0.2333333333333334,0.9200092544994003,0.39583333333333326,0.12984761577736165,0.9897459783528648,0.23273025529273922,0.9490694965157631,0.5454545454545453,0.3278121909500544,0.8712298209090314,0.4563106796116504,0.38489619008041864,0.6972829140204932,0.375,0.9566508518324475,0.2733831418249425,0.9111236980544035,0.7307692307692308,0.9669212552835337,0.3989212921980689,0.7413324404368345,0.5877831445967167,0.18055555555555566,0.07163836114391828,0.9600324910583831,0.7142857142857145,0.947384634855714,0.814266689935382,0.7166666666666666,0.4181689047146662,0.31168831168831174,0.09414446425808262,0.9425427528619237,0.3333333333333335,0.6666666666666666,0.279172107728771,0.1833333333333333,0.6917434719091833,0.42124858756326333,0.8708209965303314,0.6888893796150456,0.12470724110676328,0.1035604717660888,0.9452610889470875,0.4583333333333335,0.25069469307582026,0.9228257442812551,0.9708195424298534,0.7142857142857143,0.7748145555252416,0.7015091915140438,0.9466540274564673,0.7873082013259101,0.07269907678511899,0.4583333333333335,0.5936058724973863,0.9345930256838426,0.18518518518518523,0.9633362493985504,0.2729726336266189,0.9615176681831874,0.9562726889964163,0.49999999999999933,0.3941462327825525,0.4375,0.6,0.7328898691590493,0.8874213333940653,0.7016860331849447,0.16666666666666666,0.27083333333333326,0.12405886075509512,0.09578665244648978,0.9770725873283944,0.9437667625678835,0.4583333333333335,0.2916666666666665,0.5491856446140468,0.8655382873795325
PARTICIPANT02$4,0.2872282512777772,0.0,0.9125792349836079,0.5,0.25068098579300835,0.997048803107681,0.2587479876618142,0.9407552002076078,0.4545454545454547,0.27106976404685373,0.8429123062994075,0.2621359223300971,0.44997322133994205,0.7991373768254012,0.375,0.9600999307660859,0.27469849959219816,0.865130267295214,0.346153846153846,0.9441443835055734,0.34761533114316295,0.7945819083586788,0.443663379901414,0.15277777777777768,0.08358632796708253,0.9687904011510068,0.5714285714285714,0.9364780402787966,0.5752921375555902,0.2833333333333334,0.36731231528913977,0.2337662337662338,0.1354874230149837,0.9183677558402737,0.5,0.4814814814814816,0.20166226841668575,0.2833333333333334,0.6522907072151687,0.4310396359693359,0.9674017076068973,0.8994132029134101,0.12196130424424348,0.2574076632348633,0.9362812376256552,0.4583333333333335,0.26534375738325733,0.8956756450634313,0.9625648515088646,0.23809523809523828,0.78238941170328,0.6679096424820191,0.9452283638817577,0.8480257446240452,0.08440818166837882,0.625,0.5948688239153164,0.8223443669560139,0.0,0.9496282692975162,0.1530079550052612,0.9435126687504156,0.9378662909900646,0.6250000000000001,0.3895125804081596,0.5833333333333333,0.7,0.7255815293111033,0.9268414772005216,0.7977210869722721,0.22222222222222232,0.27083333333333326,0.12246564049761154,0.1859448904622188,0.9497336093725596,0.8865485326601581,0.5,0.5,0.5504224995946627,0.8326205052949476
PARTICIPANT02$5,0.371167824383813,0.41666666666666663,0.9484074993449174,0.5,0.21020534094999668,0.9602998932731648,0.22597289392181433,0.9447712535580898,0.5454545454545453,0.40771111515841624,0.841705922027883,0.5533980582524272,0.4220850847302447,0.787791996389848,0.20833333333333326,0.9211346900700023,0.1524704243642124,0.8980612314055522,0.3846153846153847,0.9457534993820408,0.4162593889391246,0.7169387345483681,0.7199510899829145,0.23611111111111102,0.05238786203035079,0.9490100811211795,0.6071428571428573,0.9396029195882635,0.7327293618008112,0.75,0.35441179264626854,0.28571428571428553,0.19353506112894478,0.9277999198553063,0.4166666666666665,0.5185185185185186,0.23363182477434277,0.7666666666666666,0.6873819604257994,0.44944960693747416,0.9194370206010976,0.7469829542481026,0.11215865768631601,0.23200703396697228,0.8840777251641142,0.3333333333333335,0.14943402092069957,0.8706189247875953,0.9632577466982561,0.5714285714285714,0.7450765199754972,0.6852941611559197,0.9369267870816266,0.8353839172460326,0.07347692187624331,0.4166666666666665,0.5926888517925867,0.8306189332547355,0.0,0.9522731424012297,0.1130883208861041,0.9536773996690516,0.9482552916363302,0.37499999999999983,0.384652782414335,0.5625,0.5833333333333334,0.7076732632928822,0.9390841590772341,0.7971144824985399,0.16666666666666666,0.14583333333333326,0.11309222977469481,0.19995058175293604,0.9277686318641738,0.8256759260902676,0.4166666666666665,0.375,0.5459446588637329,0.8032158053734717
PARTICIPANT02$6,0.5175245729924921,0.05,0.9655356574928441,0.125,0.20315514541216415,0.9904370599414702,0.28442109918838987,0.9358597569679084,0.4545454545454547,0.41310938873296005,0.7793892709472494,0.28155339805825236,0.391488895025267,0.7985996530358332,0.39583333333333326,0.9455290937056511,0.22783310052230674,0.9483363904694042,0.5384615384615384,0.9521685893681409,0.348821209134552,0.8315697144712723,0.4011177317470738,0.263888888888889,0.08140122443390124,0.9529222016178309,0.5357142857142858,0.9363278665114376,0.7408060267535569,0.3,0.38215189011097184,0.25974025974025966,0.15833066198250156,0.9396630944516046,0.4166666666666665,0.40740740740740744,0.20505194903369775,0.33333333333333337,0.6032673991567302,0.43900853538208284,0.914863650223111,0.7557214845136229,0.12757811534192778,0.16687095339821983,0.940271823802069,0.2916666666666665,0.2460531174960698,0.9140891892325649,0.9667114711623881,0.2857142857142857,0.6855360295799289,0.6346228698349802,0.9213149643823487,0.7483486293528,0.0802216598734421,0.4583333333333335,0.5925509705524237,0.8842941392399465,0.24074074074074067,0.9600981470931902,0.22275021626158997,0.9146427048574302,0.8978563406771983,0.49999999999999933,0.37730497958721165,0.22916666666666674,0.1166666666666667,0.6730582817984455,0.9102626507019345,0.7373813338278142,0.27777777777777796,0.375,0.13183957673916757,0.15661667499038567,0.9865337141203266,0.9724748778100795,0.4166666666666665,0.20833333333333348,0.5494287814978475,0.9028144911568187
PARTICIPANT03$1,0.611980463526184,0.7666666666666666,0.9548339757476109,0.4375,0.29450963613378467,0.9063451182392882,0.3634602844295935,0.9433307832462992,0.27272727272727265,0.31204256233000643,0.8157878325562787,0.33980582524271835,0.3632310450796817,0.7863572963637676,0.14583333333333326,0.9340177494717902,0.4068172058680179,0.7007855609223845,0.26923076923076933,0.892357004782967,0.30390060600306334,0.9580082530919439,0.6215995392505973,0.3472222222222223,0.08794539166808472,0.9241587218680647,0.5714285714285714,0.9270919918746169,0.9364096449607809,0.7166666666666666,0.3743998177449707,0.18181818181818174,0.3152200527513485,0.6794056566991217,0.25,0.25925925925925936,0.01966273826089888,0.0833333333333333,0.5637544575171723,0.31967874795465595,0.9438649798084654,0.836726199310263,0.10320516939461369,0.39457809326682414,0.7142752804772893,0.25,0.12085801033321043,0.8166742023143382,0.9442117902755417,0.1904761904761903,0.8044739054051172,0.6197740570027942,0.9475159643136406,0.8576921535445933,0.07010689514013524,0.25,0.5501787322570267,0.6494944436409288,0.2592592592592593,0.9440612324250597,0.039172289310361166,0.9255835605506417,0.9151262403924995,0.49999999999999933,0.38444526880328417,0.39583333333333326,0.1166666666666667,0.7032534639245517,0.9490363615534859,0.8727460857514919,0.3333333333333333,0.3125,0.07994494714607712,0.1905474290588787,0.733493222709472,0.5006999416567098,0.25,0.16666666666666652,0.5219318138631076,0.8429426055469619
PARTICIPANT03$2,0.494538116445584,0.55,0.926146944515009,0.47916666666666674,0.32253610888880324,0.9001250844698254,0.42019047037175783,0.9422328119296499,0.4545454545454547,0.2620141549024297,0.8835473287767244,0.39805825242718434,0.3870449523979644,0.8310391856552066,0.47916666666666674,0.931162400952779,0.4003024135010174,0.748881007474189,0.26923076923076933,0.9146747653411007,0.27156276730850404,0.9056590955136399,0.5857732407636362,0.2916666666666667,0.06687778700934623,0.8873616170877415,0.6785714285714285,0.9405678575970537,0.9286100963582508,0.5666666666666667,0.41677984284146746,0.3376623376623376,0.3022393926842616,0.7850027888187322,0.25,0.2962962962962963,0.013240531289913864,0.3666666666666666,0.7298818769184847,0.4005693359796844,0.9564817307385899,0.8591602840064412,0.13160460256420994,0.3614373164651068,0.8508382578998763,0.2916666666666665,0.1732135594236372,0.7893045823932224,0.9441558062582439,0.33333333333333315,0.9605127364155074,0.6958486459188293,0.9496635603901198,0.8484647985273167,0.0681937214803742,0.20833333333333348,0.548408165699088,0.6680338604719536,0.16666666666666666,0.9392352111973462,0.03418423570954102,0.9679527753110954,0.9630454568501825,0.6250000000000001,0.39627579080453645,0.41666666666666674,0.3666666666666666,0.6172324012254649,0.9565785940366301,0.8506293477462182,0.3333333333333333,0.33333333333333326,0.11320022250665174,0.19783862323283957,0.7876196442514607,0.5599932408705084,0.20833333333333348,0.16666666666666652,0.5150989138936081,0.8518064809363936
PARTICIPANT03$3,0.2666712406908157,0.5166666666666666,0.9359563471664096,0.5833333333333333,0.4029674514732107,0.8857412438999422,0.2825314765998953,0.9168774770151326,0.36363636363636415,0.295149876987923,0.7908112256521483,0.5533980582524272,0.45196828047726767,0.8539456557343027,0.6041666666666667,0.8732198539690359,0.2883674896479385,0.7780263586961549,0.346153846153846,0.8824464478531646,0.3627273331751599,0.7602833059223272,0.6015595708431893,0.23611111111111102,0.0733809180993066,0.9133146954401667,0.5714285714285714,0.9023034105085547,0.9216796108658651,0.5666666666666667,0.4670193555379222,0.3636363636363635,0.2955184331056798,0.8011924230773396,0.2916666666666665,0.22222222222222207,0.008674484017454714,0.7333333333333334,0.5921521007407482,0.3675692707831467,0.9676579195504748,0.9076767089695988,0.08864314562294608,0.31381156472616917,0.7953882128507707,0.2916666666666665,0.08933306077039894,0.7294359369411103,0.9285826739695509,0.23809523809523828,0.7927207666190386,0.6556452827124675,0.968584851416604,0.920430478995487,0.1035924155301571,0.20833333333333348,0.543394905949164,0.5693221025547254,0.0,0.922488177515776,0.01587494223333798,0.865872025474418,0.8534432648679721,0.49999999999999933,0.38592529523592967,0.7083333333333333,0.7,0.6989310269614706,0.9446636749413259,0.8499813197782998,0.3611111111111113,0.5625,0.10889056978935058,0.14996944208719082,0.7956997469600999,0.6296160324368427,0.16666666666666652,0.08333333333333348,0.5212247765349949,0.7944914025020009
PARTICIPANT03$4,0.37954976398664814,0.7833333333333334,0.931139573586272,0.5833333333333333,0.3810083106464231,0.9385165983113471,0.3475333596011079,0.931098418712396,0.36363636363636415,0.2817419120498356,0.9565808409491403,0.35922330097087385,0.4104580604908386,0.9159811789847356,0.45833333333333326,0.9365085475162204,0.4246698786277545,0.721654529777604,0.2307692307692306,0.910386220214602,0.28347787106378325,0.8806358868097323,0.6555747787564987,0.2916666666666667,0.07724332858723262,0.9326334520538737,0.5357142857142858,0.918579555297709,0.9500775949205482,0.45,0.4000414970965247,0.3636363636363635,0.27949070994893693,0.8674867057281795,0.2916666666666665,0.3333333333333332,0.01290974126110518,0.41666666666666663,0.6329276342039101,0.324908201642936,0.9621617931862999,0.8870436537527354,0.12340571509021367,0.36856459182367396,0.893541695082922,0.4166666666666665,0.1877800860675754,0.7329477147802551,0.9271238271404182,0.09523809523809515,0.93968250699898,0.5688150215357111,0.93180321426019,0.8151624256512999,0.08708731903373233,0.25,0.5572896864866556,0.5773403467232706,0.03703703703703701,0.9346734146215173,0.025590279366106486,0.9275340434770702,0.917037865814764,0.49999999999999933,0.3876828689315546,0.41666666666666674,0.21666666666666662,0.6968173597190945,0.9698198329765128,0.8949739914886817,0.4166666666666667,0.3125,0.10723730073223521,0.16180757094519357,0.8797236366896559,0.737735039149011,0.2916666666666665,0.16666666666666652,0.5364032170890766,0.8250345610253687
PARTICIPANT03$5,0.6324975280659714,0.0666666666666667,0.9233535925526616,0.8958333333333333,0.37176260042129616,0.9315245256849911,0.4116662848365558,0.9237320545171877,0.4545454545454547,0.21291215142885397,0.8670689258502768,0.4368932038834951,0.4005712788874303,0.9398331302959241,0.47916666666666674,0.9582803449553918,0.37495715891171366,0.6948064451951393,0.19230769230769226,0.8655230856781889,0.29453021647515853,0.8608499528142483,0.4260819994064858,0.18055555555555566,0.0897582618545374,0.9293719251286104,0.5357142857142858,0.9098811084079421,0.9643887921311137,0.4,0.36393526283663424,0.44155844155844143,0.314905149150768,0.8694790865670995,0.2916666666666665,0.25925925925925936,0.012858700984697928,0.4,0.5929066858407191,0.27937684826665343,0.9473919734325555,0.8340120322732665,0.11233024659125128,0.35198067270812333,0.8429623338504502,0.2916666666666665,0.10482289627101248,0.6522386223249603,0.9126268921299092,0.0,0.8659485925192725,0.6366642003723901,0.9801965003828123,0.9490607930280733,0.09610129188222974,0.25,0.5517596413987627,0.5493020932676126,0.16666666666666666,0.9270296527429878,0.015539207289817435,0.9671437904150155,0.9641841962026895,0.49999999999999933,0.39895922206052004,0.375,0.2,0.6286677151132857,0.9510677874077933,0.8327012007055845,0.27777777777777796,0.29166666666666674,0.10612654771879303,0.17775211342147482,0.8644126735572388,0.7068262812571574,0.25,0.04166666666666652,0.5218780597884353,0.7327413625784651
PARTICIPANT03$6,0.5455195375632532,0.5,0.9310733985815545,0.25,0.2948278779409056,0.9621338598983062,0.3109727500493988,0.9352299137053072,0.36363636363636415,0.26138036218756205,0.9256405747383777,0.5728155339805824,0.39380786944633084,0.8617558613932207,0.6458333333333333,0.9471336501511811,0.3628968574244838,0.7375117238799858,0.26923076923076933,0.909591678307522,0.27712786785451116,0.8529140386272092,0.6252957663478997,0.3472222222222223,0.05948166789905543,0.8832477322122206,0.5714285714285714,0.937865095894296,0.9379057921533673,0.7833333333333334,0.42984753989211694,0.2337662337662338,0.26216019584139566,0.8484351477803169,0.375,0.25925925925925936,0.014928849795099917,0.4,0.9350407892906205,0.37673513521330537,0.8994048176901231,0.8140991450971604,0.0,0.3142440794152551,0.8316474332864988,0.3333333333333335,0.07857316288285247,0.7489699590529324,0.9420440029228653,0.33333333333333315,0.932560203729701,0.7578512678061091,0.8803775355895084,0.7113611884201216,0.024081951865954833,0.3333333333333335,0.5717410607919066,0.6467661163899047,0.03703703703703701,0.9364632804314416,0.052298523776228685,0.956763903938913,0.9487620516581473,0.49999999999999933,0.3868659394680498,0.5416666666666667,0.5333333333333334,0.7674447093094716,0.8671931972881898,0.7385530605243625,0.13888888888888898,0.20833333333333326,0.0,0.14654541865301207,0.8386015037620664,0.6362500359424057,0.25,0.08333333333333348,0.5259589048717286,0.8161319432698364
PARTICIPANT04$1,0.3843746654518548,0.33333333333333337,0.9606083699879518,0.6041666666666667,0.17226728413790887,0.9266425328824017,0.24035945354714922,0.9570938016181976,0.6363636363636368,0.2696737645625525,0.8770669285532293,0.2621359223300971,0.33044035362705737,0.7326901524031636,0.9375,0.8846659868123569,0.22859898421142083,0.9777871469781442,0.6538461538461539,0.9609897834589011,0.392982246240876,0.8291945882168665,0.5260516228285672,0.5416666666666666,0.10630085040511078,0.7591630567230333,0.5000000000000002,0.9468153411548119,0.96129202277367,0.2666666666666666,0.40134027020590346,0.44155844155844143,0.1818568770185737,0.8528990176859844,0.20833333333333348,0.5185185185185186,0.274608535228169,0.33333333333333337,0.6854230409225787,0.15558031342114037,0.9449462984379613,0.8456536946125072,0.13278640067484831,0.0971490848603784,0.9587572959964584,0.4583333333333335,0.4149382303895357,0.9669025499635577,0.9752113908020412,0.6190476190476188,0.7237244648455223,0.3865799637360321,0.9902433440458663,0.9664417163036809,0.07312376924131493,0.3333333333333335,0.5799236633565706,0.9055498402998134,0.0,0.9456798955438759,0.2538347434362437,0.9525226011133322,0.9463414251526093,0.7499999999999997,0.39940619520835363,0.35416666666666674,0.35,0.6852753591284341,0.9710662064949269,0.9041882805409038,0.4722222222222223,0.5208333333333333,0.1350334066530316,0.16603458748186792,0.8942884967116405,0.7965669782301475,0.2916666666666665,0.0,0.5304954986728759,0.9512110769149359
PARTICIPANT04$2,0.6970009524590227,0.2666666666666666,0.9469093105731323,0.3125,0.1449378249055637,0.921201725298213,0.17309236885620788,0.9567331098466432,0.6363636363636368,0.3328004969507494,0.8121050527682508,0.28155339805825236,0.3691798804441547,0.6538137622898754,0.9166666666666667,0.7817058102408898,0.20527585584699212,0.9657750996140895,0.7307692307692308,0.956731405953767,0.5525959159421684,0.8396193974754915,0.5586804969776531,0.486111111111111,0.08352301703650364,0.9101324964652091,0.392857142857143,0.9433171970643206,0.9211288918976848,0.35,0.4461993055053066,0.5454545454545455,0.1465049676943034,0.8152085386589843,0.2916666666666665,0.4444444444444443,0.18344025687084248,0.016666666666666698,0.6541651192941743,0.2368638951677515,0.9619740126421243,0.8704067215606422,0.13475761909423054,0.10785432975559155,0.8818798998866811,0.375,0.5129810189040359,0.9613780070877517,0.9729093201598981,0.8571428571428571,0.814272109754008,0.5492110990159711,0.9730417861243263,0.9252367313364781,0.09141889334054591,0.3333333333333335,0.5655220760350527,0.8582583684338873,0.03703703703703701,0.9376712915240679,0.1881865309788918,0.9455859859405638,0.9363743043255007,0.49999999999999933,0.4093556346727244,0.39583333333333326,0.2666666666666666,0.6597903439547051,0.9255499837598304,0.7674164224629315,0.638888888888889,0.875,0.13982890966133874,0.13676405440517211,0.8160537662623836,0.6928120813814133,0.25,0.0,0.5173307687841598,0.9189298035573051
PARTICIPANT04$3,0.3903267233196842,0.6,0.9407862890724231,0.33333333333333326,0.13482141959814944,0.9147317322195104,0.2283104822794898,0.9622419421753002,0.6363636363636368,0.2567943829620143,0.725219822063587,0.28155339805825236,0.28712003333824293,0.8200804367930222,0.5833333333333333,0.891772643010237,0.31793026714232614,0.9659742184794752,0.8076923076923075,0.9557889298768137,0.5421033095036947,0.7943043609717421,0.6020124036111622,0.4583333333333333,0.0849380281346547,0.9233648160917165,0.4285714285714286,0.9378210800397883,0.9212872440978078,0.5,0.4511420219808803,0.3376623376623376,0.14189068412838238,0.8762701309391009,0.2916666666666665,0.5185185185185186,0.21001092608288205,0.21666666666666662,0.6774660572190012,0.19266512107320075,0.9883041255419727,0.9462100228280035,0.13122303656663703,0.06177789206062491,0.9288711435110173,0.3333333333333335,0.5260785288827189,0.9571495587172686,0.9820810238352842,0.8095238095238096,0.8181112350635111,0.6825182058111465,0.9762002084710573,0.9231473600695302,0.08036686204527466,0.2916666666666665,0.5767621189548411,0.9247917149601568,0.2962962962962962,0.9536095076387349,0.22125307985234943,0.8937342789746078,0.8815635437568645,0.7499999999999997,0.3895800539004831,0.39583333333333326,0.21666666666666662,0.6997951874747549,0.963110517689776,0.8880529188259686,0.44444444444444464,0.7916666666666667,0.12720755627108327,0.11214952086595495,0.8964515806817724,0.7905612888003374,0.25,0.0,0.5318898786297236,0.9652690751819237
PARTICIPANT04$4,0.4911466244113344,0.15,0.941169670711843,0.5625,0.18968118929390515,0.9343559337709652,0.18274242319277997,0.9514416174316135,0.5454545454545453,0.3360017887496359,0.8371111556203406,0.41747572815533984,0.44886117964470373,0.8716426554866354,0.875,0.865469692956769,0.1253286909277713,0.9464612423705437,0.5000000000000001,0.9498343330363992,0.45077765034507666,0.7538355525666528,0.5040134103623737,0.4027777777777777,0.07105739032137169,0.9312261115881226,0.5000000000000002,0.9415087593211224,0.9550827893880597,0.1833333333333333,0.530113328594155,0.44155844155844143,0.16049683763776418,0.8865210704731786,0.3333333333333335,0.3703703703703705,0.12668775558745177,0.2833333333333334,0.6576267480019223,0.33063373639179433,0.9800428067877454,0.9228721443612787,0.13383382406898656,0.19092324016674544,0.9038867065729217,0.2916666666666665,0.33902004655749096,0.9415156262768865,0.9696281250676558,0.7619047619047618,0.8441897251222753,0.700092587501484,0.978668615513492,0.9484194937646003,0.04650691518176791,0.3333333333333335,0.5770222746935468,0.8005359300264674,0.0,0.9379186986663081,0.10598393806547882,0.9829706332223652,0.9804484195894544,0.7499999999999997,0.4027307517318933,0.5833333333333333,0.6166666666666666,0.7213815990122693,0.9697420311333468,0.9134851815545814,0.4722222222222223,0.8125,0.13118219438038559,0.19512678680720688,0.8590169097977544,0.7384524221692154,0.25,0.08333333333333348,0.527890799460072,0.88201985688003
PARTICIPANT04$5,0.317498494276119,0.85,0.9331626618287238,0.5833333333333333,0.178802634868252,0.8714061174446392,0.2043149203302853,0.9535974071148097,0.6363636363636368,0.2919849181402642,0.8379502451113275,0.3786407766990291,0.3939840436246963,0.7540316744308803,0.8125,0.8065302726068669,0.21057881719420743,0.974390017686935,0.6538461538461539,0.9510269104570013,0.4187292799726755,0.9190541605620398,0.5431707348648019,0.43055555555555564,0.08273185790391722,0.9513968086365592,0.35714285714285704,0.9352460010633277,0.9752499727685751,0.2666666666666666,0.49375313335719434,0.4675324675324676,0.13469689119508718,0.8794347633023946,0.2916666666666665,0.5555555555555555,0.22319021240768772,0.5833333333333334,0.6872055900442422,0.2630618358513093,0.9671255044679893,0.8977721204983494,0.13425867819429324,0.08760407201416,0.8216687850050901,0.25,0.5156536442869847,0.9249416287071097,0.9874613563454419,0.9047619047619045,0.7784707182677975,0.6312303190085712,0.9403832470426022,0.8224860596584845,0.06082880971671296,0.4166666666666665,0.580364189819905,0.8820311388266378,0.20370370370370366,0.9540696178939138,0.2457696831687534,0.9197704485797777,0.9131776374562047,0.7499999999999997,0.42983296151323463,0.6041666666666667,0.5,0.7498574166834457,0.9579999573676782,0.8675253740792218,0.5,0.6458333333333333,0.15577654453627046,0.13373396280524522,0.7556928654954574,0.6145198976431857,0.16666666666666652,0.0,0.5189230837770245,0.9334553560376198
PARTICIPANT04$6,0.49313579230224636,0.55,0.9501874736216763,0.375,0.1378403123267189,0.9006449678893627,0.16788893602462912,0.9597393102238531,0.5454545454545453,0.2830321378372655,0.8933009364823018,0.3786407766990291,0.4461193590618474,0.8087921807076649,0.75,0.8715355397378076,0.21934292100711444,0.9556526633745905,0.8076923076923075,0.9594051629221043,0.4194158974398616,0.8026675822090912,0.5458913173833275,0.625,0.11125157900725316,0.7837681861935548,0.4642857142857142,0.9385207576839484,0.9527236695545638,0.45,0.5516482083137495,0.38961038961038963,0.1315930297764652,0.9043305210488125,0.3333333333333335,0.4814814814814816,0.14598812170964387,0.0,0.6261715684278732,0.3167513803904664,0.9681610312996335,0.8881887609823412,0.1374329054420911,0.14529392538303623,0.9106631870224594,0.375,0.41299582696916426,0.9854957690612686,0.970699185973326,0.9523809523809526,0.9298860675623106,0.6499741987454044,0.9269412761953391,0.7933430882606644,0.048479249588615436,0.375,0.5802289618238049,0.8247823408270841,0.0,0.9413386242958406,0.1250065333689759,0.9356583173270638,0.9247020158627932,0.7499999999999997,0.41879242647290665,0.5208333333333333,0.55,0.6929811088972546,0.9811749562300298,0.9271900711602636,0.44444444444444464,0.5625,0.14546743592042274,0.14297158430084106,0.8743903241734037,0.7359515129423809,0.25,0.0,0.5273754523055366,0.9609469390223505
PARTICIPANT05$1,0.3865392085947237,0.25,0.9267683561462078,0.35416666666666674,0.1436104574864687,0.9766530618193594,0.6890139451455641,0.9486475113043565,0.4545454545454547,0.23004420040834614,0.8326769314438323,0.3203883495145631,0.14900328077007347,0.8378375466850583,0.375,0.9645350969633509,0.8274011171852341,0.8336168478777276,0.6153846153846155,0.9428265034321016,0.22765186108443536,0.744941230452893,0.48964802723264994,0.20833333333333334,0.0836099103292778,0.9532898240401684,0.7857142857142857,0.9454300290208923,0.894827200504103,0.55,0.3263246490493399,0.2337662337662338,0.0517128393313192,0.9566823345932657,0.5,0.7407407407407408,0.19399306463270452,0.1333333333333333,0.570224841457587,0.25394803761779955,0.951687859184754,0.8221724673617813,0.12609620267226185,0.1052834078396388,0.975908167787506,0.4166666666666665,0.6487737446722284,0.9283215096531001,0.9713257549320286,0.0,0.8251827971064267,0.7043644183149038,0.9436546735209282,0.8252778574760496,0.057540836372653954,0.375,0.5830387977106504,0.7917316261455877,0.5555555555555556,0.9408773593105965,0.21947816690446223,0.9465436237672564,0.9403914069860043,0.49999999999999933,0.32749789206504515,0.3125,0.1833333333333333,0.6348152077901548,0.93860508157549,0.809556925017569,0.16666666666666666,0.29166666666666674,0.12358919386343986,0.12151631529131456,0.960615738505763,0.915379134476894,0.375,0.125,0.5423016217528385,0.9668735760999289
PARTICIPANT05$2,0.5908980534751194,0.6166666666666666,0.9727344812112992,0.35416666666666674,0.14942432563722335,0.9758340058559758,0.6847223034694244,0.9477803280227699,0.5454545454545453,0.1699676179201298,0.796634849434422,0.18446601941747579,0.17561220700855829,0.8067496190064205,0.33333333333333326,0.9832949000091187,0.9528551858919044,0.8229784516052865,0.5769230769230768,0.9446946367436425,0.23878534051849692,0.7773533464005714,0.5108409694043338,0.31944444444444436,0.08212163095284096,0.943321536432092,0.7500000000000001,0.9491236406001688,0.8531864280920551,0.5333333333333334,0.3813052646867726,0.4675324675324676,0.10228744741852015,0.8780043429759674,0.2916666666666665,0.7407407407407408,0.14015880693887864,0.3666666666666666,0.6756330488712358,0.3414802150916439,0.96691662210652,0.8811476660344181,0.11987056464727214,0.0930542011197508,0.9186960395960164,0.375,0.6464240739693885,0.8564910150545084,0.9680261248969918,0.0,0.8958109073046042,0.6549567610260693,0.9863622128331029,0.9657634063780695,0.07279449256016861,0.3333333333333335,0.5688540957459615,0.8189377456169518,0.5555555555555556,0.9285325284174665,0.16561136134841495,0.9554557581495057,0.9489091213162202,0.49999999999999933,0.3627400990669442,0.47916666666666674,0.4,0.6882707440682199,0.973496334628215,0.9202238733294154,0.22222222222222232,0.125,0.10796584062488772,0.11863632012854632,0.9793168106031802,0.9489938704260025,0.4166666666666665,0.3333333333333335,0.5438232995411348,0.927540058189144
